Request ID,Location Name,Landmark,Request Type,Request Status,Evaluation Status,Funding Status,Evaluation Rank,Evaluation Score,Ranking Month,Ranking Year,Primary St Block,Primary St Prefix Direction,Primary St,Cross St Block,Cross St Prefix,Cross St,Evaluation ID,Location,Request Note,Location Latitude,Location Longitude
REQ16-002285,6600 BLK N LAMAR BLVD (District Border (4 &7)),District Border (4 &7),PHB,UNDER EVALUATION,IN PROGRESS,None Identified,31,415,DEC,2017,6600,N,LAMAR BLVD,0,,,PVL17-002310,"(30.334732, -97.720794)",Council District Border (4 & 7),30.334732,-97.720794
REQ16-002295,ANDERSON LN / LAZY LN (Redeemer Lutheran Church & School),Redeemer Lutheran Church & School,PHB,UNDER EVALUATION,IN PROGRESS,None Identified,41,408,DEC,2017,1410,W,ANDERSON LN,7700,,LAZY LN,PVL17-002315,"(30.351101, -97.720244)",,30.351101,-97.720244
REQ15-000580,LOYOLA LN / SENDERO HILLS PKWY,,TRAFFIC,UNDER EVALUATION,COMPLETED,None Identified,20,80,MAY,2015,7106,,LOYOLA LN,6500,,SENDERO HILLS PKWY,TVL15-000530,"(30.2975818, -97.6408876)",,30.2975818,-97.6408876
REQ15-000580,LOYOLA LN / SENDERO HILLS PKWY,,TRAFFIC,UNDER EVALUATION,IN PROGRESS,None Identified,97,80,DEC,2017,7106,,LOYOLA LN,6500,,SENDERO HILLS PKWY,TVL17-003750,"(30.2975818, -97.6408876)",,30.2975818,-97.6408876
REQ15-000680,SLAUGHTER LN / ALICE MAE LN,,TRAFFIC,TURNED_ON,COMPLETED,2016 Bond - Safety,3,295,MAY,2015,300,W,SLAUGHTER LN,9200,,ALICE MAE LN,TVL15-000355,"(30.167644, -97.7930979)",,30.167644,-97.7930979
REQ15-000685,DESSAU RD / DESSAU RIDGE LN,,TRAFFIC,STUDY,COMPLETED,None Identified,5,250,DEC,2015,13200,,DESSAU RD,1500,,DESSAU RIDGE LN,TVL15-000350,"(30.400097, -97.640738)",,30.400097,-97.640738
REQ14-000370,RIVERSIDE DR / KENNETH AVE,,TRAFFIC,UNDER EVALUATION,COMPLETED,None Identified,76,95,DEC,2016,4824,E,RIVERSIDE DR,2001,,KENNETH AVE,TVL16-002475,"(30.2311672, -97.7160842)",,30.2311672,-97.7160842
REQ14-000370,RIVERSIDE DR / KENNETH AVE,,TRAFFIC,UNDER EVALUATION,COMPLETED,None Identified,49,94,JUL,2014,4824,E,RIVERSIDE DR,2001,,KENNETH AVE,TVL14-000740,"(30.2311672, -97.7160842)",,30.2311672,-97.7160842
REQ14-000370,RIVERSIDE DR / KENNETH AVE,,TRAFFIC,UNDER EVALUATION,IN PROGRESS,None Identified,76,95,DEC,2017,4824,E,RIVERSIDE DR,2001,,KENNETH AVE,TVL17-003840,"(30.2311672, -97.7160842)",,30.2311672,-97.7160842
REQ14-000375,CESAR CHAVEZ ST / LINDEN ST,,TRAFFIC,UNDER EVALUATION,COMPLETED,None Identified,114,35,DEC,2016,2900,E,CESAR CHAVEZ ST,100,,LINDEN ST,TVL16-002480,"(30.2522873, -97.7108344)",,30.2522873,-97.7108344
REQ14-000395,119 BLK N LAMAR BLVD,,TRAFFIC,UNDER EVALUATION,COMPLETED,None Identified,108,52,DEC,2016,119,N,LAMAR BLVD,0,,,TVL16-002495,"(30.267722, -97.755729)",,30.267722,-97.755729
REQ14-000470,DAVIS LN / LATTA DR,,PHB,TURNED_ON,COMPLETED,1/4 Cent,4,480,MAY,2016,4719,,DAVIS LN,8601,,LATTA DR,PVL16-000385,"(30.203996, -97.8585342)",,30.203996,-97.8585342
REQ16-001620,406 BLK E ST JOHNS AVE (Webb Middle School),Webb Middle School,PHB,TURNED_ON,COMPLETED,Funded,12,0,,,406,E,ST JOHNS AVE,0,,,PVL16-000770,"(30.3338966, -97.7064514)",,30.3338966,-97.7064514
REQ16-001690,109 BLK W OLTORF ST (St. Ignacious / HEB),St. Ignacious / HEB,PHB,TURNED_ON,COMPLETED,Funded,12,0,,,109,W,OLTORF ST,0,,,PVL16-000840,"(30.2398262, -97.7552109)",,30.2398262,-97.7552109
REQ16-001700,3600 BLK LAKE AUSTIN BLVD (LCRA),LCRA,PHB,TURNED_ON,COMPLETED,Funded,12,0,,,3600,,LAKE AUSTIN BLVD,0,,,PVL16-000850,"(30.294267, -97.783674)",,30.294267,-97.783674
REQ15-000745,ST ELMO RD / SOUTH INDUSTRIAL DR,,TRAFFIC,UNDER EVALUATION,COMPLETED,None Identified,30,35,DEC,2015,2023,E,ST ELMO RD,4201,,SOUTH INDUSTRIAL DR,TVL15-000440,"(30.208818, -97.744413)",,30.208818,-97.744413
REQ15-000745,ST ELMO RD / SOUTH INDUSTRIAL DR,,TRAFFIC,UNDER EVALUATION,IN PROGRESS,None Identified,38,155,DEC,2017,2023,E,ST ELMO RD,4201,,SOUTH INDUSTRIAL DR,TVL17-003625,"(30.208818, -97.744413)",,30.208818,-97.744413
REQ15-000750,BURNET RD / READ GRANBERRY TRL,,TRAFFIC,UNDER EVALUATION,COMPLETED,None Identified,95,70,DEC,2016,10000,,BURNET RD,2700,,READ GRANBERRY TRL,TVL16-002690,"(30.385552, -97.7236358)",,30.385552,-97.7236358
REQ15-000750,BURNET RD / READ GRANBERRY TRL,,TRAFFIC,UNDER EVALUATION,COMPLETED,None Identified,25,70,DEC,2015,10000,,BURNET RD,2700,,READ GRANBERRY TRL,TVL15-000435,"(30.385552, -97.7236358)",,30.385552,-97.7236358
REQ15-000750,BURNET RD / READ GRANBERRY TRL,,TRAFFIC,UNDER EVALUATION,IN PROGRESS,None Identified,110,70,DEC,2017,10000,,BURNET RD,2700,,READ GRANBERRY TRL,TVL17-003705,"(30.385552, -97.7236358)",,30.385552,-97.7236358
REQ16-000855,MANCHACA RD / REDWATER DR,,TRAFFIC,UNDER EVALUATION,COMPLETED,None Identified,25,55,MAY,2016,10000,,MANCHACA RD,1801,,REDWATER DR,TVL16-000255,"(30.1680241, -97.82621)",,30.1680241,-97.82621
REQ16-000875,FM 969 RD / REGENCY DR,,TRAFFIC,NOT RECOMMENDED,COMPLETED,None Identified,13,130,MAY,2016,6100,,FM 969 RD,5000,,REGENCY DR,TVL16-000235,"(30.28507, -97.661974)",Being studied for a PHB.,30.28507,-97.661974
REQ16-000880,HOWARD LN / HARRIS BRANCH PKWY,,TRAFFIC,TURNED_ON,COMPLETED,Funded,3,300,MAY,2016,5913,E,HOWARD LN,12708,,HARRIS BRANCH PKWY,TVL16-000230,"(30.3780216, -97.6084729)",Turned on 10/31/2016.,30.3780216,-97.6084729
REQ16-000885,BARBARA JORDAN BLVD / MUELLER BLVD,,TRAFFIC,RECOMMENDED,COMPLETED,None Identified,2,316,MAY,2016,1400,,BARBARA JORDAN BLVD,5000,,MUELLER BLVD,TVL16-000225,"(30.3042521, -97.7038549)",2017 Operating Funds,30.3042521,-97.7038549
REQ16-000910,1137 BLK AIRPORT BLVD,,TRAFFIC,UNDER EVALUATION,COMPLETED,None Identified,1,398,MAY,2016,1137,,AIRPORT BLVD,0,,,TVL16-000200,"(30.272253, -97.6975)",,30.272253,-97.6975
17-002805,FM 620 RD / ZIMMERMAN LN,,TRAFFIC,RECENTLY RECEIVED,IN PROGRESS,None Identified,159,0,DEC,2017,7800,N,FM 620 RD,11125,,ZIMMERMAN LN,TVL17-004170,"(30.411733, -97.849956)",,30.411733,-97.849956
17-002810,4706 BLK FREIDRICH LN,,PHB,RECENTLY RECEIVED,IN PROGRESS,None Identified,74,355,DEC,2017,4706,,FREIDRICH LN,0,,,PVL17-002430,"(30.204614, -97.753091)","comments from CSR:  The citizen is calling on behalf of her work Travis Association For The Blind and would like to request that a pedestrian crossing/ pedestrian hybrid beacon be placed at this location due to vehicles speeding and difficult for pedestrians to cross the street due to blind, visually impaired and also deaf and blind individuals in the area",30.204614,-97.753091
REQ14-000190,CESAR CHAVEZ ST / TILLERY ST,,TRAFFIC,UNDER EVALUATION,COMPLETED,None Identified,36,150,DEC,2016,3000,E,CESAR CHAVEZ ST,100,,TILLERY ST,TVL16-002340,"(30.2516962, -97.7087877)",,30.2516962,-97.7087877
REQ14-000190,CESAR CHAVEZ ST / TILLERY ST,,TRAFFIC,UNDER EVALUATION,IN PROGRESS,None Identified,82,90,DEC,2017,3000,E,CESAR CHAVEZ ST,100,,TILLERY ST,TVL17-003950,"(30.2516962, -97.7087877)",,30.2516962,-97.7087877
REQ14-000195,ROSEWOOD AVE / WEBBERVILLE RD,,TRAFFIC,NOT RECOMMENDED,COMPLETED,None Identified,19,190,JUL,2014,2500,,ROSEWOOD AVE,3600,,WEBBERVILLE RD,TVL14-000915,"(30.272435, -97.7048701)",No criteria warranting a signal were met.,30.272435,-97.7048701
REQ14-000335,WEST GATE BLVD / BERKELEY AVE,,TRAFFIC,UNDER EVALUATION,COMPLETED,None Identified,22,169,DEC,2016,6705,,WEST GATE BLVD,2615,,BERKELEY AVE,TVL16-002445,"(30.208757, -97.8143408)",,30.208757,-97.8143408
REQ14-000415,RIATA VISTA CIR / RIATA PARK CT (Tercello (Apple Campus East)),Tercello (Apple Campus East),TRAFFIC,NOT RECOMMENDED,COMPLETED,None Identified,65,0,JUL,2014,12520,,RIATA VISTA CIR,5201,,RIATA PARK CT,TVL14-000695,"(30.432902, -97.734036)",PHB installed.,30.432902,-97.734036
REQ14-000420,CEDAR BEND DR / TOMANET TRL,,TRAFFIC,UNDER EVALUATION,COMPLETED,None Identified,65,107,DEC,2016,2410,,CEDAR BEND DR,12200,,TOMANET TRL,TVL16-002515,"(30.4132274, -97.704645)",,30.4132274,-97.704645
REQ14-001110,RIVERSIDE DR / ALAMEDA DR,,PHB,DESIGN,COMPLETED,1/4 Cent,11,266,DEC,2014,401,E,RIVERSIDE DR,1101,,ALAMEDA DR,PVL14-000750,"(30.2507015, -97.7405031)",,30.2507015,-97.7405031
REQ14-001540,BURNET RD / LAWNMONT AVE,,PHB,TURNED_ON,COMPLETED,Funded,13,520,JUL,2014,5400,,BURNET RD,2101,,LAWNMONT AVE,PVL14-000145,"(30.3280777, -97.7397829)",,30.3280777,-97.7397829
REQ15-001875,AIRPORT BLVD / 49TH ST,,PHB,UNDER EVALUATION,IN PROGRESS,None Identified,13,439,DEC,2017,4900,,AIRPORT BLVD,900,E,49TH ST,PVL17-002160,"(30.3092046, -97.7156199)",,30.3092046,-97.7156199
REQ16-001880,PLEASANT VALLEY RD / SHERINGHAM DR,,PHB,DESIGN,COMPLETED,TAP Grant,3,505,MAY,2015,2100,S,PLEASANT VALLEY RD,2500,,SHERINGHAM DR,PVL16-000075,"(30.231279, -97.725364)",,30.231279,-97.725364
REQ15-001890,600 BLK E 10TH ST,,PHB,UNDER EVALUATION,IN PROGRESS,None Identified,125,205,DEC,2017,600,E,10TH ST,0,,,PVL17-002165,"(30.26993, -97.73475)",,30.26993,-97.73475
17-002400,SLAUGHTER LN / SLAUGHTER LN (Mary Searight Park Dr.),Mary Searight Park Dr.,PHB,RECENTLY RECEIVED,IN PROGRESS,None Identified,8,450,DEC,2017,905,W,SLAUGHTER LN,814,W,SLAUGHTER LN,PVL17-001835,"(30.174003, -97.807449)",,30.174003,-97.807449
17-002405,MARTIN LUTHER KING JR BLVD / BROADHILL DR,,TRAFFIC,RECENTLY RECEIVED,IN PROGRESS,None Identified,116,65,DEC,2017,5066,E,MARTIN LUTHER KING JR BLVD,4600,,BROADHILL DR,TVL17-003485,"(30.286454, -97.676387)",,30.286454,-97.676387
17-002415,1300 BLK RED RIVER ST (Brackenridge Hosp.),Brackenridge Hosp.,PHB,RECENTLY RECEIVED,IN PROGRESS,None Identified,81,340,DEC,2017,1300,,RED RIVER ST,0,,,PVL17-001845,"(30.273857, -97.735028)",,30.273857,-97.735028
17-002420,CONGRESS AVE / NORTH BLUFF DR,,PHB,RECENTLY RECEIVED,IN PROGRESS,None Identified,36,410,DEC,2017,6221,S,CONGRESS AVE,100,,NORTH BLUFF DR,PVL17-001850,"(30.198144, -97.776758)",,30.198144,-97.776758
17-002425,WILLIAM CANNON DR / ROCKRIDGE DR,,TRAFFIC,RECENTLY RECEIVED,IN PROGRESS,None Identified,76,95,DEC,2017,4401,E,WILLIAM CANNON DR,2522,,ROCKRIDGE DR,TVL17-003355,"(30.182987, -97.75351)",,30.182987,-97.75351
REQ14-000085,PARMER LN / RAMPART ST,,TRAFFIC,NOT RECOMMENDED,COMPLETED,1/4 Cent,5,240,DEC,2014,1906,W,PARMER LN,12500,,RAMPART ST,TVL14-001015,"(30.4144778, -97.6933326)",No criteria warranting a signal were met.,30.4144778,-97.6933326
REQ14-000090,SH 71  / MIDWOOD PKWY,,TRAFFIC,UNDER EVALUATION,COMPLETED,None Identified,28,25,DEC,2014,9100,W,SH 71,6300,,MIDWOOD PKWY,TVL14-001020,"(30.2572615, -97.9044758)",,30.2572615,-97.9044758
REQ14-000090,SH 71  / MIDWOOD PKWY,,TRAFFIC,UNDER EVALUATION,COMPLETED,None Identified,120,25,DEC,2016,9100,W,SH 71,6300,,MIDWOOD PKWY,TVL16-002300,"(30.2572615, -97.9044758)",,30.2572615,-97.9044758
REQ14-000090,SH 71  / MIDWOOD PKWY,,TRAFFIC,UNDER EVALUATION,IN PROGRESS,None Identified,143,25,DEC,2017,9100,W,SH 71,6300,,MIDWOOD PKWY,TVL17-003985,"(30.2572615, -97.9044758)",,30.2572615,-97.9044758
REQ14-000105,WALSH TARLTON LN / THOUSAND OAKS CV,,TRAFFIC,UNDER EVALUATION,IN PROGRESS,None Identified,68,105,DEC,2017,1500,,WALSH TARLTON LN,3301,,THOUSAND OAKS CV,TVL17-003975,"(30.2667331, -97.8060653)",,30.2667331,-97.8060653
REQ14-000110,RIVERSIDE DR / METRO CENTER DR,,TRAFFIC,UNDER EVALUATION,COMPLETED,None Identified,13,168,DEC,2014,7701,E,RIVERSIDE DR,7400,,METRO CENTER DR,TVL14-001000,"(30.2169356, -97.6898713)",,30.2169356,-97.6898713
REQ16-002145,9800 BLK METRIC BLVD,,PHB,UNDER EVALUATION,IN PROGRESS,None Identified,44,402,DEC,2017,9800,,METRIC BLVD,0,,,PVL17-002355,"(30.37742, -97.7169)",,30.37742,-97.7169
REQ14-000220,RIVERSIDE DR / FRONTIER VALLEY DR,,TRAFFIC,UNDER EVALUATION,COMPLETED,None Identified,17,172,DEC,2016,6700,E,RIVERSIDE DR,1801,,FRONTIER VALLEY DR,TVL16-002345,"(30.2226181, -97.6978095)",,30.2226181,-97.6978095
REQ14-000220,RIVERSIDE DR / FRONTIER VALLEY DR,,TRAFFIC,UNDER EVALUATION,IN PROGRESS,None Identified,27,172,DEC,2017,6700,E,RIVERSIDE DR,1801,,FRONTIER VALLEY DR,TVL17-003945,"(30.2226181, -97.6978095)",,30.2226181,-97.6978095
REQ14-000470,DAVIS LN / LATTA DR,,PHB,TURNED_ON,COMPLETED,1/4 Cent,21,480,JUL,2014,4719,,DAVIS LN,8601,,LATTA DR,PVL14-000260,"(30.203996, -97.8585342)",,30.203996,-97.8585342
REQ14-000605,45TH ST / SHOAL CREEK BLVD,,TRAFFIC,NOT RECOMMENDED,COMPLETED,None Identified,14,210,JUL,2014,1800,W,45TH ST,4500,,SHOAL CREEK BLVD,TVL14-000505,"(30.317454, -97.746106)","Some criteria warranting a signal were met; however given the curvature and narrowness of 45th, installing a traffic signal could produce reduce safety.",30.317454,-97.746106
REQ14-000610,MOPAC EXPY SVRD / ROLLINGWOOD DR,,TRAFFIC,STUDY,COMPLETED,None Identified,22,175,JUL,2014,500,S,MOPAC EXPY SVRD,2300,,ROLLINGWOOD DR,TVL14-000500,"(30.268902, -97.777551)",,30.268902,-97.777551
REQ14-000615,MOPAC EXPY SVRD / ANDREW ZILKER RD,,TRAFFIC,STUDY,COMPLETED,None Identified,10,235,JUL,2014,700,S,MOPAC EXPY SVRD,2451,,ANDREW ZILKER RD,TVL14-000420,"(30.2682209, -97.7771427)",,30.2682209,-97.7771427
REQ15-000640,BURNET RD / HOUSTON ST,,TRAFFIC,STUDY,COMPLETED,None Identified,,194,DEC,2016,5400,,BURNET RD,1801,,HOUSTON ST,TVL16-002615,"(30.3288861, -97.7398378)",,30.3288861,-97.7398378
REQ15-000640,BURNET RD / HOUSTON ST,,TRAFFIC,STUDY,COMPLETED,None Identified,13,190,DEC,2015,5400,,BURNET RD,1801,,HOUSTON ST,TVL15-000395,"(30.3288861, -97.7398378)",,30.3288861,-97.7398378
REQ15-000645,ROSEWOOD AVE / ANGELINA ST,,TRAFFIC,NOT RECOMMENDED,COMPLETED,None Identified,8,243,DEC,2015,1300,,ROSEWOOD AVE,1150,,ANGELINA ST,TVL15-000390,"(30.2688638, -97.7243154)",No criteria warranting a signal were met.,30.2688638,-97.7243154
REQ16-000910,1137 BLK AIRPORT BLVD,,TRAFFIC,UNDER EVALUATION,COMPLETED,None Identified,,458,DEC,2016,1137,,AIRPORT BLVD,0,,,TVL16-002795,"(30.272253, -97.6975)",,30.272253,-97.6975
REQ14-001440,PLEASANT VALLEY RD / FRANKLIN PARK DR,,PHB,UNDER EVALUATION,IN PROGRESS,None Identified,87,330,DEC,2017,4904,S,PLEASANT VALLEY RD,4410,,FRANKLIN PARK DR,PVL17-001960,"(30.1984911, -97.7432195)",,30.1984911,-97.7432195
REQ14-001445,WEST GATE BLVD / NESBIT DR,,PHB,UNDER EVALUATION,IN PROGRESS,None Identified,95,315,DEC,2017,9200,,WEST GATE BLVD,3001,,NESBIT DR,PVL17-001965,"(30.184284, -97.8381682)",,30.184284,-97.8381682
REQ14-001455,4500 BLK SETON CENTER PKWY,,PHB,UNDER EVALUATION,IN PROGRESS,None Identified,108,280,DEC,2017,4500,,SETON CENTER PKWY,0,,,PVL17-001955,"(30.4019637, -97.7423871)",,30.4019637,-97.7423871
REQ14-001470,2200 BLK RED RIVER ST,,PHB,UNDER EVALUATION,IN PROGRESS,None Identified,112,265,DEC,2017,2200,,RED RIVER ST,0,,,PVL17-001940,"(30.2860545, -97.7271202)",,30.2860545,-97.7271202
REQ14-001495,HARRIS BRANCH PKWY / GILES LN,,PHB,UNDER EVALUATION,IN PROGRESS,None Identified,116,235,DEC,2017,11201,,HARRIS BRANCH PKWY,10900,,GILES LN,PVL17-001915,"(30.3453457, -97.6135619)",,30.3453457,-97.6135619
REQ14-001505,GUADALUPE ST / 47TH ST,,PHB,TURNED_ON,COMPLETED,Funded,1,615,JUL,2014,4600,W,GUADALUPE ST,700,W,47TH ST,PVL14-000655,"(30.3151665, -97.7323685)",,30.3151665,-97.7323685
17-002665,GREAT HILLS TRL / GREAT HILLS TRL (between Michaels and Target),between Michaels and Target,TRAFFIC,RECENTLY RECEIVED,IN PROGRESS,None Identified,32,160,DEC,2017,10000,,GREAT HILLS TRL,10000,,GREAT HILLS TRL,TVL17-003440,"(30.393728, -97.744163)",,30.393728,-97.744163
17-002715,CONGRESS AVE / NORTH BLUFF DR,,TRAFFIC,RECENTLY RECEIVED,IN PROGRESS,None Identified,1,40,DEC,2018,6221,S,CONGRESS AVE,100,,NORTH BLUFF DR,TVL17-004125,"(30.198144, -97.776758)",,30.198144,-97.776758
REQ14-000400,DAVIS LN / CAMERON LOOP,,TRAFFIC,UNDER EVALUATION,COMPLETED,None Identified,114,35,DEC,2016,3300,,DAVIS LN,8701,,CAMERON LOOP,TVL16-002500,"(30.1929742, -97.8375718)",,30.1929742,-97.8375718
REQ15-000710,6TH ST / SAN MARCOS ST,,TRAFFIC,UNDER EVALUATION,COMPLETED,None Identified,21,105,DEC,2015,900,E,6TH ST,600,,SAN MARCOS ST,TVL15-000475,"(30.2651158, -97.7325274)",,30.2651158,-97.7325274
REQ16-002335,PARMER LN / TOMANET TRL,,TRAFFIC,UNDER EVALUATION,IN PROGRESS,None Identified,3,340,DEC,2017,2400,W,PARMER LN,12500,,TOMANET TRL,TVL16-003220,"(30.418335, -97.700892)",citizen called request in,30.418335,-97.700892
REQ16-002340,MC KINNEY FALLS PKWY / ASPEN GLENN BLVD,,TRAFFIC,RECENTLY RECEIVED,COMPLETED,None Identified,86,85,DEC,2017,3600,,MC KINNEY FALLS PKWY,7500,,ASPEN GLENN BLVD,TVL17-003465,"(30.197088, -97.692664)",Intersection owned by TxDOT.,30.197088,-97.692664
REQ16-002345,SPICEWOOD SPRINGS RD / HART LN,,TRAFFIC,RECENTLY RECEIVED,IN PROGRESS,Private,5,300,DEC,2017,3801,,SPICEWOOD SPRINGS RD,7900,,HART LN,TVL17-003470,"(30.36382, -97.74947)","$420,000 TO BE POSTED BY DEVELOPMENT - C814-2014-0120",30.36382,-97.74947
REQ16-002350,SOUTHWEST PKWY / RIALTO BLVD,,TRAFFIC,RECENTLY RECEIVED,IN PROGRESS,Private,42,150,DEC,2017,6701,,SOUTHWEST PKWY,6301,,RIALTO BLVD,TVL17-003475,"(30.251808, -97.85876)",To be constructed by developer - C14-2016-0011,30.251808,-97.85876
17-002460,BLK (CMTA Howard Ln Rail Station - West Driveway),CMTA Howard Ln Rail Station - West Driveway,PHB,RECENTLY RECEIVED,IN PROGRESS,None Identified,24,420,DEC,2017,0,,,0,,,PVL17-001885,"(30.441275, -97.70188)",,30.441275,-97.70188
17-002465,PECAN BROOK DR / LAZY CREEK DR,,TRAFFIC,RECENTLY RECEIVED,IN PROGRESS,None Identified,56,120,DEC,2017,5110,,PECAN BROOK DR,7200,,LAZY CREEK DR,TVL17-003360,"(30.315159, -97.657018)",,30.315159,-97.657018
17-002470,PARMER LN / YAGER LN,,TRAFFIC,RECENTLY RECEIVED,IN PROGRESS,None Identified,1,420,DEC,2017,1201,E,PARMER LN,1506,E,YAGER LN,TVL17-003365,"(30.388348, -97.650832)",,30.388348,-97.650832
17-002475,ALLANDALE RD / WOODVIEW AVE,,PHB,RECENTLY RECEIVED,IN PROGRESS,None Identified,100,310,DEC,2017,2400,,ALLANDALE RD,5700,,WOODVIEW AVE,PVL17-001745,"(30.335427, -97.743919)",,30.335427,-97.743919
17-002480,SPICEWOOD SPRINGS RD / ADIRONDACK TRL,,TRAFFIC,RECENTLY RECEIVED,IN PROGRESS,None Identified,47,140,DEC,2017,5300,,SPICEWOOD SPRINGS RD,8546,,ADIRONDACK TRL,TVL17-003495,"(30.383253, -97.765878)",,30.383253,-97.765878
17-002485,JUSTIN LN / GROVER AVE,,TRAFFIC,RECENTLY RECEIVED,IN PROGRESS,None Identified,105,75,DEC,2017,1200,,JUSTIN LN,6850,,GROVER AVE,TVL17-003370,"(30.339214, -97.723761)",,30.339214,-97.723761
17-002490,LAMAR BLVD / GRADY DR,,TRAFFIC,RECENTLY RECEIVED,IN PROGRESS,None Identified,56,120,DEC,2017,10700,N,LAMAR BLVD,701,W,GRADY DR,TVL17-003375,"(30.375898, -97.68976)",,30.375898,-97.68976
REQ14-000125,DESSAU RD / PEARL RETREAT LN,,TRAFFIC,UNDER EVALUATION,COMPLETED,Private,14,160,DEC,2014,12542,,DESSAU RD,1700,,PEARL RETREAT LN,TVL14-000985,"(30.392456, -97.645708)",,30.392456,-97.645708
REQ14-000215,BERKMAN DR / PATTON LN,,TRAFFIC,RECOMMENDED,COMPLETED,None Identified,7,248,JUL,2014,6600,,BERKMAN DR,1700,,PATTON LN,TVL14-000895,"(30.319143, -97.6894583)",,30.319143,-97.6894583
REQ14-000320,LAKESHORE BLVD / TINNIN FORD RD,,TRAFFIC,UNDER EVALUATION,COMPLETED,None Identified,37,145,DEC,2016,2000,S,LAKESHORE BLVD,1101,,TINNIN FORD RD,TVL16-002430,"(30.2447665, -97.7241415)",,30.2447665,-97.7241415
REQ14-000320,LAKESHORE BLVD / TINNIN FORD RD,,TRAFFIC,UNDER EVALUATION,COMPLETED,None Identified,30,145,JUL,2014,2000,S,LAKESHORE BLVD,1101,,TINNIN FORD RD,TVL14-000790,"(30.2447665, -97.7241415)",,30.2447665,-97.7241415
REQ14-000320,LAKESHORE BLVD / TINNIN FORD RD,,TRAFFIC,UNDER EVALUATION,IN PROGRESS,None Identified,24,175,DEC,2017,2000,S,LAKESHORE BLVD,1101,,TINNIN FORD RD,TVL17-003885,"(30.2447665, -97.7241415)",,30.2447665,-97.7241415
REQ14-000325,MANCHACA RD / MARCUS ABRAMS BLVD,,TRAFFIC,UNDER EVALUATION,COMPLETED,None Identified,79,85,DEC,2016,11300,,MANCHACA RD,1700,,MARCUS ABRAMS BLVD,TVL16-002435,"(30.1546726, -97.8333133)",,30.1546726,-97.8333133
REQ14-000325,MANCHACA RD / MARCUS ABRAMS BLVD,,TRAFFIC,UNDER EVALUATION,COMPLETED,None Identified,57,55,JUL,2014,11300,,MANCHACA RD,1700,,MARCUS ABRAMS BLVD,TVL14-000785,"(30.1546726, -97.8333133)",,30.1546726,-97.8333133
REQ15-000785,SH 45  / SPRUCE CANYON DR,,TRAFFIC,UNDER EVALUATION,IN PROGRESS,None Identified,147,15,DEC,2017,6900,,SH 45,11511,,SPRUCE CANYON DR,TVL17-003695,"(30.1842809, -97.9057465)",,30.1842809,-97.9057465
REQ15-000790,SH 45  / KENDRICK LN,,TRAFFIC,UNDER EVALUATION,COMPLETED,None Identified,114,35,DEC,2016,7400,,SH 45,0,,KENDRICK LN,TVL16-002720,"(30.1864433, -97.9136276)",,30.1864433,-97.9136276
REQ15-000790,SH 45  / KENDRICK LN,,TRAFFIC,UNDER EVALUATION,COMPLETED,None Identified,30,35,DEC,2015,7400,,SH 45,0,,KENDRICK LN,TVL15-000320,"(30.1864433, -97.9136276)",,30.1864433,-97.9136276
REQ15-000790,SH 45  / KENDRICK LN,,TRAFFIC,UNDER EVALUATION,IN PROGRESS,None Identified,137,35,DEC,2017,7400,,SH 45,0,,KENDRICK LN,TVL17-003690,"(30.1864433, -97.9136276)",,30.1864433,-97.9136276
REQ15-000795,ANDERSON LN / WATSON ST,,TRAFFIC,UNDER EVALUATION,COMPLETED,None Identified,96,67,DEC,2016,1100,W,ANDERSON LN,7800,,WATSON ST,TVL16-002725,"(30.3492126, -97.7162781)",,30.3492126,-97.7162781
REQ16-000810,WEBBERVILLE RD / TANNEHILL LN,,TRAFFIC,UNDER EVALUATION,COMPLETED,None Identified,48,130,DEC,2016,1918,,WEBBERVILLE RD,4414,,TANNEHILL LN,TVL16-003260,"(30.283966, -97.6716326)",,30.283966,-97.6716326
REQ15-000385,DAVIS LN / WEST GATE BLVD,,TRAFFIC,DESIGN,COMPLETED,1/4 Cent,9,192,MAY,2015,3017,,DAVIS LN,8600,,WEST GATE BLVD,TVL15-000560,"(30.1909721, -97.8333572)",,30.1909721,-97.8333572
REQ16-000915,US 290 HWY / OLD BEE CAVES RD,,TRAFFIC,UNDER EVALUATION,IN PROGRESS,None Identified,13,200,DEC,2017,6836,W,US 290 HWY,6701,,OLD BEE CAVES RD,TVL17-003580,"(30.2339807, -97.8712305)",,30.2339807,-97.8712305
REQ16-000920,ANDERSON MILL RD / CENTENNIAL TRL,,TRAFFIC,UNDER EVALUATION,COMPLETED,None Identified,88,80,DEC,2016,11300,,ANDERSON MILL RD,10700,,CENTENNIAL TRL,TVL16-002805,"(30.4502221, -97.8191309)",,30.4502221,-97.8191309
REQ16-000920,ANDERSON MILL RD / CENTENNIAL TRL,,TRAFFIC,UNDER EVALUATION,COMPLETED,None Identified,20,80,MAY,2016,11300,,ANDERSON MILL RD,10700,,CENTENNIAL TRL,TVL16-000190,"(30.4502221, -97.8191309)",,30.4502221,-97.8191309
REQ15-001920,TRINITY ST / 9TH ST,,PHB,UNDER EVALUATION,IN PROGRESS,None Identified,120,220,DEC,2017,900,,TRINITY ST,300,E,9TH ST,PVL17-002155,"(30.2698889, -97.7383113)",,30.2698889,-97.7383113
